timestamp,emotion,confidence
2025-06-24 00:37:46.943376,sad,0.4138167202472687
2025-06-24 00:37:47.042188,neutral,0.41253629326820374
2025-06-24 00:37:47.141441,neutral,0.4641830325126648
2025-06-24 00:37:47.238290,neutral,0.5347099900245667
2025-06-24 00:37:47.335777,neutral,0.45818156003952026
2025-06-24 00:37:47.428218,neutral,0.414260596036911
2025-06-24 00:37:47.533253,neutral,0.5365786552429199
2025-06-24 00:37:47.626551,neutral,0.5063061118125916
2025-06-24 00:37:47.722600,neutral,0.5063061118125916
2025-06-24 00:37:47.821917,neutral,0.45605048537254333
2025-06-24 00:37:47.917190,neutral,0.46665623784065247
2025-06-24 00:37:48.017340,neutral,0.40320032835006714
2025-06-24 00:37:48.113413,neutral,0.5133835673332214
2025-06-24 00:37:48.209113,neutral,0.5133835673332214
2025-06-24 00:37:48.305328,neutral,0.4972008168697357
2025-06-24 00:37:48.406956,neutral,0.4701278507709503
2025-06-24 00:37:48.504825,neutral,0.47042402625083923
2025-06-24 00:37:48.596825,neutral,0.42158079147338867
2025-06-24 00:37:48.699584,neutral,0.5201627612113953
2025-06-24 00:37:48.795625,neutral,0.5201627612113953
2025-06-24 00:37:48.887801,neutral,0.44013556838035583
2025-06-24 00:37:48.986267,neutral,0.4703032970428467
2025-06-24 00:37:49.080657,neutral,0.44182151556015015
2025-06-24 00:37:49.178603,neutral,0.4080532193183899
2025-06-24 00:37:49.271910,neutral,0.4080532193183899
2025-06-24 00:37:49.375890,neutral,0.4292140007019043
2025-06-24 00:37:49.476023,neutral,0.43955856561660767
2025-06-24 00:37:49.584055,neutral,0.5074306726455688
2025-06-24 00:37:49.694089,neutral,0.5299781560897827
2025-06-24 00:37:49.822249,neutral,0.4784100353717804
2025-06-24 00:37:49.940612,neutral,0.5217490792274475
2025-06-24 00:37:50.051807,neutral,0.5554517507553101
2025-06-24 00:37:50.161252,neutral,0.5362614989280701
2025-06-24 00:37:50.268532,neutral,0.5362614989280701
2025-06-24 00:37:50.371623,neutral,0.5171540379524231
2025-06-24 00:37:50.466666,neutral,0.5597260594367981
2025-06-24 00:37:50.559967,neutral,0.5633572340011597
2025-06-24 00:37:50.653416,neutral,0.5959699153900146
2025-06-24 00:37:50.748476,neutral,0.5959699153900146
