timestamp,emotion,confidence
2025-06-24 00:37:50.846158,neutral,0.5071882605552673
2025-06-24 00:37:50.939614,neutral,0.44107750058174133
2025-06-24 00:37:51.035570,neutral,0.48118898272514343
2025-06-24 00:37:51.142105,neutral,0.5493569374084473
2025-06-24 00:37:51.247729,neutral,0.35186147689819336
2025-06-24 00:37:51.347906,neutral,0.35186147689819336
2025-06-24 00:37:51.450631,neutral,0.43681564927101135
2025-06-24 00:37:51.549941,sad,0.40809404850006104
2025-06-24 00:37:51.642569,neutral,0.35729995369911194
2025-06-24 00:37:51.739347,neutral,0.33104249835014343
2025-06-24 00:37:51.832374,neutral,0.33712905645370483
2025-06-24 00:37:51.927273,neutral,0.33712905645370483
2025-06-24 00:37:52.022267,neutral,0.409126341342926
2025-06-24 00:37:52.117372,neutral,0.46238499879837036
2025-06-24 00:37:52.212568,neutral,0.4358961582183838
2025-06-24 00:37:52.307010,neutral,0.42684781551361084
2025-06-24 00:37:52.409069,neutral,0.42684781551361084
2025-06-24 00:37:52.501091,neutral,0.49037009477615356
2025-06-24 00:37:52.597093,neutral,0.5056841373443604
2025-06-24 00:37:52.692832,neutral,0.4998554289340973
2025-06-24 00:37:52.787441,neutral,0.369261234998703
2025-06-24 00:37:52.884424,neutral,0.369261234998703
2025-06-24 00:37:52.980256,neutral,0.4169904589653015
2025-06-24 00:37:53.078281,neutral,0.43508586287498474
2025-06-24 00:37:53.172402,neutral,0.35582679510116577
2025-06-24 00:37:53.265696,neutral,0.3001731336116791
2025-06-24 00:37:53.358120,neutral,0.3001731336116791
2025-06-24 00:37:53.455184,neutral,0.3475048840045929
2025-06-24 00:37:53.545752,neutral,0.46783703565597534
2025-06-24 00:37:53.639539,neutral,0.44058603048324585
2025-06-24 00:37:53.737298,neutral,0.45603039860725403
2025-06-24 00:37:53.831356,neutral,0.5528649687767029
2025-06-24 00:37:53.926402,neutral,0.5528649687767029
2025-06-24 00:37:54.019929,neutral,0.5246410369873047
2025-06-24 00:37:54.111160,neutral,0.35146471858024597
2025-06-24 00:37:54.238781,neutral,0.5572349429130554
2025-06-24 00:37:54.333070,neutral,0.5572349429130554
2025-06-24 00:37:54.427669,neutral,0.3247636556625366
2025-06-24 00:37:54.521964,neutral,0.42929020524024963
2025-06-24 00:37:54.616876,neutral,0.45321720838546753
2025-06-24 00:37:54.767108,angry,0.29075637459754944
2025-06-24 00:37:54.861412,angry,0.29075637459754944
2025-06-24 00:37:54.955779,neutral,0.4670957326889038
2025-06-24 00:37:55.050591,neutral,0.41196948289871216
2025-06-24 00:37:55.148023,neutral,0.39941802620887756
2025-06-24 00:37:55.239426,neutral,0.4642035663127899
2025-06-24 00:37:55.329476,neutral,0.4642035663127899
2025-06-24 00:37:55.421945,neutral,0.4991009831428528
2025-06-24 00:37:55.513700,neutral,0.3810819387435913
2025-06-24 00:37:55.612294,neutral,0.31838032603263855
2025-06-24 00:37:55.705769,neutral,0.4377821385860443
2025-06-24 00:37:55.802989,neutral,0.4377821385860443
2025-06-24 00:37:55.903895,neutral,0.41879889369010925
2025-06-24 00:37:55.997864,neutral,0.5544087290763855
2025-06-24 00:37:56.095932,neutral,0.5345137119293213
2025-06-24 00:37:56.190035,neutral,0.3994632959365845
2025-06-24 00:37:56.287314,neutral,0.3994632959365845
2025-06-24 00:37:56.385539,neutral,0.34266459941864014
2025-06-24 00:37:56.480600,neutral,0.39602401852607727
2025-06-24 00:37:56.574892,neutral,0.3936920762062073
2025-06-24 00:37:56.667342,neutral,0.3936920762062073
